accident_index,vehicle_reference,casualty_type,accident_year,accident_reference,longitude,latitude,accident_severity,number_of_casualties,date,local_authority_district,local_authority_ons_district,lsoa_of_accident_location,user_type,quarter,year_quarter
2022010418046,1,0,2022,10418046,0.216985,51.59747,3,1,2022-12-23,-1,E09000016,E01002310,Pedestrian,4,2022_Q4
2022010417969,1,0,2022,10417969,-0.108485,51.441301,3,1,2022-12-23,-1,E09000022,E01003174,Pedestrian,4,2022_Q4
2022010418050,1,0,2022,10418050,-0.353929,51.527887,3,1,2022-12-23,-1,E09000009,E01001261,Pedestrian,4,2022_Q4
2022010418036,1,0,2022,10418036,-0.362625,51.463884,3,1,2022-12-23,-1,E09000018,E01033084,Pedestrian,4,2022_Q4
2022010418127,1,0,2022,10418127,-0.009811,51.509235,3,1,2022-12-24,-1,E09000030,E01004219,Pedestrian,4,2022_Q4
2022010418193,1,0,2022,10418193,-0.351357,51.55159,3,1,2022-12-24,-1,E09000009,E01001271,Pedestrian,4,2022_Q4
2022010418223,1,0,2022,10418223,-0.078626,51.589283,3,1,2022-12-24,-1,E09000014,E01002067,Pedestrian,4,2022_Q4
2022010418224,1,0,2022,10418224,0.056417,51.487364,3,1,2022-12-24,-1,E09000011,E01001705,Pedestrian,4,2022_Q4
2022010418252,1,0,2022,10418252,-0.459171,51.504291,2,1,2022-12-24,-1,E09000017,E01002526,Pedestrian,4,2022_Q4
2022010418255,2,1,2022,10418255,-0.077832,51.522905,3,1,2022-12-24,-1,E09000012,E01033708,Cyclist,4,2022_Q4
2022010418266,1,0,2022,10418266,0.090814,51.532673,3,1,2022-12-24,-1,E09000002,E01000052,Pedestrian,4,2022_Q4
2022010418284,1,0,2022,10418284,0.07467,51.540396,2,1,2022-12-24,-1,E09000002,E01000007,Pedestrian,4,2022_Q4
2022010418169,1,0,2022,10418169,-0.30811,51.618569,2,1,2022-12-24,-1,E09000015,E01002114,Pedestrian,4,2022_Q4
2022010418136,1,0,2022,10418136,-0.185558,51.606946,2,1,2022-12-24,-1,E09000003,E01000298,Pedestrian,4,2022_Q4
2022010421171,1,0,2022,10421171,0.027455,51.487455,3,1,2022-12-24,-1,E09000011,E01001666,Pedestrian,4,2022_Q4
2022010419018,1,0,2022,10419018,-0.165062,51.430933,3,1,2022-12-24,-1,E09000032,E01004612,Pedestrian,4,2022_Q4
2022010418282,1,0,2022,10418282,-0.158235,51.513017,3,1,2022-12-25,-1,E09000033,E01004689,Pedestrian,4,2022_Q4
2022010418286,1,0,2022,10418286,-0.055132,51.487613,2,1,2022-12-25,-1,E09000028,E01003986,Pedestrian,4,2022_Q4
2022010418290,2,1,2022,10418290,-0.081724,51.350165,2,1,2022-12-25,-1,E09000008,E01001032,Cyclist,4,2022_Q4
2022010418311,1,0,2022,10418311,-0.131757,51.37699,2,1,2022-12-25,-1,E09000029,E01004076,Pedestrian,4,2022_Q4
2022010418320,1,0,2022,10418320,-0.111294,51.387831,3,1,2022-12-25,-1,E09000008,E01001181,Pedestrian,4,2022_Q4
2022010418326,1,0,2022,10418326,-0.39623,51.475652,3,1,2022-12-25,-1,E09000018,E01002635,Pedestrian,4,2022_Q4
2022010418328,2,1,2022,10418328,-0.215441,51.556751,2,1,2022-12-25,-1,E09000005,E01000556,Cyclist,4,2022_Q4
2022010418337,2,0,2022,10418337,-0.26042,51.551833,2,1,2022-12-25,-1,E09000005,E01000603,Pedestrian,4,2022_Q4
2022010418560,1,0,2022,10418560,0.217923,51.602488,3,1,2022-12-25,-1,E09000016,E01002314,Pedestrian,4,2022_Q4
2022010418651,1,1,2022,10418651,-0.124277,51.484315,3,1,2022-12-25,-1,E09000022,E01033207,Cyclist,4,2022_Q4
2022010418377,1,0,2022,10418377,-0.406406,51.518333,3,1,2022-12-26,-1,E09000017,E01002396,Pedestrian,4,2022_Q4
2022010418536,1,0,2022,10418536,0.048259,51.548909,3,1,2022-12-26,-1,E09000025,E01003587,Pedestrian,4,2022_Q4
2022010418739,1,1,2022,10418739,-0.100443,51.495675,3,1,2022-12-26,-1,E09000028,E01003932,Cyclist,4,2022_Q4
2022010418422,1,0,2022,10418422,-0.191077,51.548006,3,1,2022-12-26,-1,E09000007,E01000973,Pedestrian,4,2022_Q4
2022010418427,1,0,2022,10418427,-0.232956,51.506415,3,1,2022-12-26,-1,E09000013,E01001942,Pedestrian,4,2022_Q4
2022010418430,1,0,2022,10418430,-0.070175,51.4735,3,1,2022-12-26,-1,E09000028,E01004010,Pedestrian,4,2022_Q4
2022010418435,2,0,2022,10418435,-0.375392,51.497981,3,1,2022-12-26,-1,E09000009,E01001336,Pedestrian,4,2022_Q4
2022010428155,1,1,2022,10428155,-0.103227,51.398708,3,1,2022-12-26,-1,E09000008,E01000998,Cyclist,4,2022_Q4
2022010419430,1,0,2022,10419430,-0.140537,51.414566,3,1,2022-12-26,-1,E09000022,E01003139,Pedestrian,4,2022_Q4
2022010418409,1,0,2022,10418409,0.041505,51.452445,3,1,2022-12-26,-1,E09000011,E01001661,Pedestrian,4,2022_Q4
2022010418818,1,1,2022,10418818,0.024962,51.576777,3,1,2022-12-27,-1,E09000026,E01003778,Cyclist,4,2022_Q4
2022010418960,1,0,2022,10418960,-0.297834,51.513238,3,1,2022-12-27,-1,E09000009,E01001235,Pedestrian,4,2022_Q4
2022010418816,1,0,2022,10418816,0.038315,51.541034,2,1,2022-12-27,-1,E09000025,E01003564,Pedestrian,4,2022_Q4
2022010424482,1,0,2022,10424482,-0.367052,51.548725,3,1,2022-12-27,-1,E09000009,E01001322,Pedestrian,4,2022_Q4
2022010418535,1,0,2022,10418535,0.101431,51.485801,3,1,2022-12-27,-1,E09000011,E01001674,Pedestrian,4,2022_Q4
2022010418554,1,0,2022,10418554,-0.100192,51.379675,3,1,2022-12-27,-1,E09000008,E01001048,Pedestrian,4,2022_Q4
2022010418458,1,1,2022,10418458,-0.016177,51.453903,3,1,2022-12-27,-1,E09000023,E01003291,Cyclist,4,2022_Q4
2022010418555,1,0,2022,10418555,-0.339411,51.456157,2,1,2022-12-27,-1,E09000027,E01003867,Pedestrian,4,2022_Q4
2022010418519,1,0,2022,10418519,-0.142029,51.515307,3,1,2022-12-27,-1,E09000033,E01033595,Pedestrian,4,2022_Q4
2022010418525,1,0,2022,10418525,-0.136118,51.503694,3,1,2022-12-27,-1,E09000033,E01004736,Pedestrian,4,2022_Q4
2022010418518,1,0,2022,10418518,-0.046696,51.625202,3,1,2022-12-27,-1,E09000010,E01033146,Pedestrian,4,2022_Q4
2022010418561,1,0,2022,10418561,-0.345278,51.54503,3,1,2022-12-27,-1,E09000009,E01001272,Pedestrian,4,2022_Q4
2022010418568,1,0,2022,10418568,-0.127839,51.521834,3,1,2022-12-27,-1,E09000007,E01000855,Pedestrian,4,2022_Q4
2022010418527,1,0,2022,10418527,-0.06377,51.586925,3,1,2022-12-27,-1,E09000014,E01002068,Pedestrian,4,2022_Q4
2022010418516,1,0,2022,10418516,-0.112552,51.470386,3,1,2022-12-27,-1,E09000022,E01003059,Pedestrian,4,2022_Q4
2022010418762,1,1,2022,10418762,0.110671,51.471301,3,1,2022-12-28,-1,E09000004,E01032566,Cyclist,4,2022_Q4
2022010418668,1,1,2022,10418668,0.056196,51.399148,3,1,2022-12-28,-1,E09000006,E01000649,Cyclist,4,2022_Q4
2022010418712,1,0,2022,10418712,-0.209665,51.516844,3,1,2022-12-28,-1,E09000020,E01002879,Pedestrian,4,2022_Q4
2022010418716,1,0,2022,10418716,0.124015,51.569405,2,1,2022-12-28,-1,E09000026,E01003661,Pedestrian,4,2022_Q4
2022010422251,1,1,2022,10422251,-0.086612,51.380371,3,1,2022-12-28,-1,E09000008,E01000976,Cyclist,4,2022_Q4
2022010418920,1,0,2022,10418920,-0.09085,51.636522,3,1,2022-12-28,-1,E09000010,E01001456,Pedestrian,4,2022_Q4
2022010418853,1,1,2022,10418853,0.157973,51.490215,3,1,2022-12-28,-1,E09000004,E01000335,Cyclist,4,2022_Q4
2022010421656,1,0,2022,10421656,0.009918,51.40996,3,2,2022-12-28,-1,E09000006,E01000674,Pedestrian,4,2022_Q4
2022010418827,1,0,2022,10418827,-0.368809,51.547599,2,1,2022-12-28,-1,E09000009,E01001322,Pedestrian,4,2022_Q4
2022010418731,1,0,2022,10418731,-0.164941,51.521872,3,1,2022-12-28,-1,E09000033,E01033603,Pedestrian,4,2022_Q4
2022010418732,1,0,2022,10418732,0.020184,51.478075,3,1,2022-12-28,-1,E09000011,E01001581,Pedestrian,4,2022_Q4
2022010418664,2,1,2022,10418664,-0.051272,51.43995,3,1,2022-12-28,-1,E09000023,E01003315,Cyclist,4,2022_Q4
2022010418721,2,1,2022,10418721,0.126213,51.569806,3,1,2022-12-28,-1,E09000026,E01003662,Cyclist,4,2022_Q4
2022010418691,1,0,2022,10418691,-0.098591,51.398866,3,1,2022-12-28,-1,E09000008,E01001155,Pedestrian,4,2022_Q4
2022010420708,1,1,2022,10420708,-0.10742,51.501139,3,1,2022-12-29,-1,E09000022,E01032582,Cyclist,4,2022_Q4
2022010419311,1,1,2022,10419311,0.024783,51.517204,3,1,2022-12-29,-1,E09000025,E01003517,Cyclist,4,2022_Q4
2022010419966,1,0,2022,10419966,-0.378364,51.467421,3,1,2022-12-29,-1,E09000018,E01002664,Pedestrian,4,2022_Q4
2022010419086,1,1,2022,10419086,-0.136503,51.417569,3,1,2022-12-29,-1,E09000022,E01003146,Cyclist,4,2022_Q4
2022010418796,2,1,2022,10418796,-0.176778,51.511706,3,1,2022-12-29,-1,E09000033,E01004694,Cyclist,4,2022_Q4
2022010418786,1,0,2022,10418786,-0.27923,51.377657,3,1,2022-12-29,-1,E09000021,E01003001,Pedestrian,4,2022_Q4
2022010418788,1,0,2022,10418788,-0.066531,51.510984,3,1,2022-12-29,-1,E09000030,E01004294,Pedestrian,4,2022_Q4
2022010418815,1,0,2022,10418815,-0.144514,51.540687,3,1,2022-12-29,-1,E09000007,E01000863,Pedestrian,4,2022_Q4
2022010418848,1,0,2022,10418848,0.035776,51.547481,3,1,2022-12-29,-1,E09000025,E01003567,Pedestrian,4,2022_Q4
2022010418886,1,1,2022,10418886,-0.140063,51.507317,3,1,2022-12-29,-1,E09000033,E01004736,Cyclist,4,2022_Q4
2022010418989,1,0,2022,10418989,0.061351,51.552322,3,1,2022-12-30,-1,E09000025,E01003576,Pedestrian,4,2022_Q4
2022010419812,1,0,2022,10419812,-0.245121,51.617653,3,1,2022-12-30,-1,E09000003,E01000263,Pedestrian,4,2022_Q4
2022010419415,1,1,2022,10419415,0.026084,51.543602,2,1,2022-12-30,-1,E09000025,E01003558,Cyclist,4,2022_Q4
2022010418918,2,1,2022,10418918,-0.054027,51.633174,3,1,2022-12-30,-1,E09000010,E01001479,Cyclist,4,2022_Q4
2022010418938,1,0,2022,10418938,0.03268,51.539171,3,1,2022-12-30,-1,E09000025,E01003569,Pedestrian,4,2022_Q4
2022010424129,1,1,2022,10424129,-0.17857,51.466763,2,1,2022-12-30,-1,E09000032,E01033133,Cyclist,4,2022_Q4
2022010419093,1,0,2022,10419093,-0.016733,51.450702,3,1,2022-12-30,-1,E09000023,E01003293,Pedestrian,4,2022_Q4
2022010418950,1,0,2022,10418950,-0.040477,51.51833,3,1,2022-12-30,-1,E09000030,E01004284,Pedestrian,4,2022_Q4
2022010418965,1,0,2022,10418965,-0.203814,51.533319,3,1,2022-12-30,-1,E09000005,E01000583,Pedestrian,4,2022_Q4
2022010419039,1,0,2022,10419039,-0.096441,51.374137,3,1,2022-12-30,-1,E09000008,E01001045,Pedestrian,4,2022_Q4
2022010418976,1,0,2022,10418976,-0.474322,51.509686,3,1,2022-12-30,-1,E09000017,E01002531,Pedestrian,4,2022_Q4
2022010419028,1,0,2022,10419028,0.001086,51.485929,3,1,2022-12-30,-1,E09000011,E01001668,Pedestrian,4,2022_Q4
2022010418982,1,0,2022,10418982,-0.127704,51.507192,2,2,2022-12-30,-1,E09000033,E01004736,Pedestrian,4,2022_Q4
2022010419006,2,0,2022,10419006,-0.070478,51.595894,2,1,2022-12-30,-1,E09000014,E01001979,Pedestrian,4,2022_Q4
2022010419001,1,0,2022,10419001,0.068928,51.577512,3,1,2022-12-30,-1,E09000026,E01003653,Pedestrian,4,2022_Q4
2022010418983,1,0,2022,10418983,-0.370937,51.50335,3,1,2022-12-30,-1,E09000009,E01001338,Pedestrian,4,2022_Q4
2022010418969,1,0,2022,10418969,-0.106152,51.384969,3,1,2022-12-30,-1,E09000008,E01001117,Pedestrian,4,2022_Q4
2022010420634,1,0,2022,10420634,0.104059,51.425844,3,1,2022-12-31,-1,E09000004,E01000457,Pedestrian,4,2022_Q4
2022010419136,1,0,2022,10419136,0.095768,51.571145,3,1,2022-12-31,-1,E09000026,E01003754,Pedestrian,4,2022_Q4
2022010421319,1,0,2022,10421319,-0.245172,51.493389,2,1,2022-12-31,-1,E09000013,E01001933,Pedestrian,4,2022_Q4
2022010419036,1,0,2022,10419036,-0.199811,51.554012,3,1,2022-12-31,-1,E09000007,E01000873,Pedestrian,4,2022_Q4
2022010419045,1,0,2022,10419045,-0.167466,51.461464,3,1,2022-12-31,-1,E09000032,E01004552,Pedestrian,4,2022_Q4
2022010419064,1,0,2022,10419064,-0.060941,51.408016,2,1,2022-12-31,-1,E09000006,E01000743,Pedestrian,4,2022_Q4
2022010419088,1,0,2022,10419088,0.01532,51.401684,3,1,2022-12-31,-1,E09000006,E01000675,Pedestrian,4,2022_Q4
2022010419105,1,0,2022,10419105,-0.404927,51.497964,2,2,2022-12-31,-1,E09000018,E01002637,Pedestrian,4,2022_Q4
2022010419125,1,0,2022,10419125,-0.202735,51.41417,2,1,2022-12-31,-1,E09000024,E01003428,Pedestrian,4,2022_Q4
2022010419131,1,0,2022,10419131,-0.330716,51.449865,2,1,2022-12-31,-1,E09000027,E01003897,Pedestrian,4,2022_Q4
2022010419179,1,0,2022,10419179,-0.372379,51.531615,3,1,2022-12-31,-1,E09000009,E01032744,Pedestrian,4,2022_Q4
2022010419202,2,1,2022,10419202,-0.158296,51.513279,3,1,2022-12-31,-1,E09000033,E01004762,Cyclist,4,2022_Q4
2022010419237,1,0,2022,10419237,-0.111435,51.600525,2,1,2022-12-31,-1,E09000014,E01002105,Pedestrian,4,2022_Q4
2022010419271,1,1,2022,10419271,-0.064679,51.526448,3,1,2022-12-31,-1,E09000030,E01004313,Cyclist,4,2022_Q4
2022010419318,1,0,2022,10419318,0.029058,51.526159,3,1,2022-12-31,-1,E09000025,E01003602,Pedestrian,4,2022_Q4
2023010419282,1,0,2023,010419282,-0.126067,51.542516,3,1,2023-01-01,-1,E09000007,E01000868,Pedestrian,1,2023_Q1
2023010419297,2,1,2023,010419297,0.032626,51.542508,3,1,2023-01-01,-1,E09000025,E01003562,Cyclist,1,2023_Q1
2023010419278,1,0,2023,010419278,-0.095656,51.570757,3,1,2023-01-01,-1,E09000012,E01033701,Pedestrian,1,2023_Q1
2023010419849,1,1,2023,010419849,-0.1977,51.415324,3,1,2023-01-01,-1,E09000024,E01003355,Cyclist,1,2023_Q1
2023010419274,1,0,2023,010419274,-0.123808,51.579187,3,1,2023-01-01,-1,E09000014,E01001990,Pedestrian,1,2023_Q1
2023010419171,1,0,2023,010419171,-0.202878,51.418974,3,1,2023-01-01,-1,E09000024,E01003383,Pedestrian,1,2023_Q1
2023010419201,1,1,2023,010419201,-0.097014,51.499145,3,1,2023-01-01,-1,E09000028,E01003927,Cyclist,1,2023_Q1
2023010419198,1,0,2023,010419198,-0.201941,51.545349,3,1,2023-01-01,-1,E09000007,E01000974,Pedestrian,1,2023_Q1
2023010419191,2,1,2023,010419191,-0.263972,51.597575,3,1,2023-01-01,-1,E09000003,E01000129,Cyclist,1,2023_Q1
2023010422309,1,1,2023,010422309,0.165568,51.541937,3,1,2023-01-01,-1,E09000002,E01000108,Cyclist,1,2023_Q1
2023010419209,1,0,2023,010419209,-0.072322,51.583379,3,1,2023-01-01,-1,E09000014,E01002072,Pedestrian,1,2023_Q1
2023010420083,1,0,2023,010420083,-0.093543,51.597449,2,1,2023-01-02,-1,E09000014,E01002088,Pedestrian,1,2023_Q1
2023010420013,1,0,2023,010420013,-0.054354,51.632613,3,1,2023-01-02,-1,E09000010,E01001487,Pedestrian,1,2023_Q1
2023010419440,1,1,2023,010419440,-0.444927,51.567992,3,1,2023-01-02,-1,E09000017,E01002459,Cyclist,1,2023_Q1
2023010419400,2,1,2023,010419400,-0.166168,51.458647,3,1,2023-01-02,-1,E09000032,E01004552,Cyclist,1,2023_Q1
2023010419393,1,0,2023,010419393,-0.383152,51.502225,2,2,2023-01-02,-1,E09000009,E01001367,Pedestrian,1,2023_Q1
2023010419397,1,0,2023,010419397,-0.181893,51.485294,2,1,2023-01-02,-1,E09000020,E01002912,Pedestrian,1,2023_Q1
2023010419340,1,0,2023,010419340,-0.255299,51.494889,3,1,2023-01-02,-1,E09000018,E01002570,Pedestrian,1,2023_Q1
2023010419338,1,0,2023,010419338,-0.375798,51.51089,3,1,2023-01-02,-1,E09000009,E01001361,Pedestrian,1,2023_Q1
2023010419335,2,1,2023,010419335,-0.210802,51.518723,3,1,2023-01-02,-1,E09000020,E01002878,Cyclist,1,2023_Q1
2023010419333,1,0,2023,010419333,-0.167085,51.428923,3,1,2023-01-02,-1,E09000032,E01004525,Pedestrian,1,2023_Q1
2023010419329,1,0,2023,010419329,-0.264522,51.565328,3,1,2023-01-02,-1,E09000005,E01000482,Pedestrian,1,2023_Q1
2023010419324,2,1,2023,010419324,-0.167511,51.529655,3,1,2023-01-02,-1,E09000033,E01004725,Cyclist,1,2023_Q1
2023010419302,1,0,2023,010419302,-0.122453,51.530804,3,1,2023-01-02,-1,E09000019,E01002711,Pedestrian,1,2023_Q1
2023010419392,1,0,2023,010419392,-0.043111,51.643721,3,1,2023-01-02,-1,E09000010,E01001507,Pedestrian,1,2023_Q1
2023010419958,1,0,2023,010419958,0.068645,51.479685,3,1,2023-01-03,-1,E09000011,E01001698,Pedestrian,1,2023_Q1
2023010420288,1,0,2023,010420288,-0.398813,51.556465,3,1,2023-01-03,-1,E09000017,E01002497,Pedestrian,1,2023_Q1
2023010419537,1,0,2023,010419537,-0.097759,51.356551,1,1,2023-01-03,-1,E09000008,E01001040,Pedestrian,1,2023_Q1
2023010419547,1,0,2023,010419547,-0.130961,51.464575,2,1,2023-01-03,-1,E09000022,E01003035,Pedestrian,1,2023_Q1
2023010419546,1,1,2023,010419546,-0.238618,51.506438,3,1,2023-01-03,-1,E09000013,E01001954,Cyclist,1,2023_Q1
2023010419532,1,0,2023,010419532,-0.054394,51.446738,3,1,2023-01-03,-1,E09000023,E01003261,Pedestrian,1,2023_Q1
2023010419687,1,0,2023,010419687,-0.33713,51.513748,3,1,2023-01-03,-1,E09000009,E01001290,Pedestrian,1,2023_Q1
2023010419526,1,0,2023,010419526,-0.080931,51.403821,3,1,2023-01-03,-1,E09000008,E01001139,Pedestrian,1,2023_Q1
2023010419419,1,1,2023,010419419,-0.129717,51.488655,3,1,2023-01-03,-1,E09000033,E01004737,Cyclist,1,2023_Q1
2023010419437,1,0,2023,010419437,-0.017164,51.432778,2,1,2023-01-03,-1,E09000023,E01003352,Pedestrian,1,2023_Q1
2023010419529,1,0,2023,010419529,-0.354326,51.470872,2,1,2023-01-03,-1,E09000018,E01002642,Pedestrian,1,2023_Q1
2023010419490,1,1,2023,010419490,-0.165229,51.554142,3,1,2023-01-03,-1,E09000007,E01000887,Cyclist,1,2023_Q1
2023010419494,2,1,2023,010419494,-0.220291,51.561096,3,1,2023-01-03,-1,E09000005,E01000553,Cyclist,1,2023_Q1
2023010419443,2,1,2023,010419443,-0.193801,51.534577,2,1,2023-01-03,-1,E09000005,E01000550,Cyclist,1,2023_Q1
2023010419511,1,0,2023,010419511,-0.290122,51.56253,3,1,2023-01-03,-1,E09000005,E01000578,Pedestrian,1,2023_Q1
2023010419522,2,1,2023,010419522,-0.150331,51.361089,3,1,2023-01-03,-1,E09000029,E01004170,Cyclist,1,2023_Q1
2023010419525,2,1,2023,010419525,-0.299886,51.509221,3,1,2023-01-03,-1,E09000009,E01001236,Cyclist,1,2023_Q1
2023010420570,1,0,2023,010420570,-0.105039,51.635187,3,1,2023-01-04,-1,E09000010,E01001568,Pedestrian,1,2023_Q1
2023010423827,2,1,2023,010423827,-0.09898,51.36765,3,1,2023-01-04,-1,E09000008,E01001043,Cyclist,1,2023_Q1
2023010419707,1,0,2023,010419707,-0.13861,51.541547,3,1,2023-01-04,-1,E09000007,E01000861,Pedestrian,1,2023_Q1
2023010419729,1,1,2023,010419729,-0.113127,51.504945,3,1,2023-01-04,-1,E09000022,E01003016,Cyclist,1,2023_Q1
2023010419720,1,1,2023,010419720,-0.24826,51.497374,3,1,2023-01-04,-1,E09000013,E01001927,Cyclist,1,2023_Q1
2023010419714,1,0,2023,010419714,-0.066335,51.467259,3,1,2023-01-04,-1,E09000028,E01004062,Pedestrian,1,2023_Q1
2023010419709,1,0,2023,010419709,-0.398282,51.553103,3,1,2023-01-04,-1,E09000017,E01002497,Pedestrian,1,2023_Q1
2023010420407,1,0,2023,010420407,-0.183529,51.463692,3,1,2023-01-04,-1,E09000032,E01033101,Pedestrian,1,2023_Q1
2023010421818,1,1,2023,010421818,-0.071146,51.660875,3,1,2023-01-04,-1,E09000010,E01001538,Cyclist,1,2023_Q1
2023010421623,1,0,2023,010421623,-0.13568,51.524324,3,1,2023-01-04,-1,E09000007,E01000854,Pedestrian,1,2023_Q1
2023010419678,1,0,2023,010419678,0.001447,51.62396,3,1,2023-01-04,-1,E09000031,E01004360,Pedestrian,1,2023_Q1
2023010419601,1,0,2023,010419601,-0.02304,51.477625,3,1,2023-01-04,-1,E09000023,E01003304,Pedestrian,1,2023_Q1
2023010419599,2,1,2023,010419599,-0.024125,51.444514,3,1,2023-01-04,-1,E09000023,E01003317,Cyclist,1,2023_Q1
2023010419605,1,0,2023,010419605,0.107822,51.562818,3,1,2023-01-04,-1,E09000026,E01003713,Pedestrian,1,2023_Q1
2023010419594,1,1,2023,010419594,0.019461,51.54547,3,1,2023-01-04,-1,E09000025,E01003551,Cyclist,1,2023_Q1
2023010419586,2,1,2023,010419586,-0.098101,51.439442,3,1,2023-01-04,-1,E09000022,E01003166,Cyclist,1,2023_Q1
2023010419577,1,0,2023,010419577,0.12437,51.414677,3,1,2023-01-04,-1,E09000004,E01000385,Pedestrian,1,2023_Q1
2023010419604,1,1,2023,010419604,-0.07011,51.54053,2,1,2023-01-04,-1,E09000012,E01001819,Cyclist,1,2023_Q1
2023010419685,1,0,2023,010419685,-0.103319,51.329033,2,1,2023-01-04,-1,E09000008,E01001099,Pedestrian,1,2023_Q1
2023010419606,1,1,2023,010419606,-0.143073,51.547049,3,1,2023-01-04,-1,E09000007,E01000927,Cyclist,1,2023_Q1
2023010419555,1,1,2023,010419555,-0.10219,51.362981,3,1,2023-01-04,-1,E09000008,E01001170,Cyclist,1,2023_Q1
2023010419622,1,0,2023,010419622,-0.184304,51.484054,2,1,2023-01-04,-1,E09000020,E01002912,Pedestrian,1,2023_Q1
2023010419658,1,0,2023,010419658,-0.133059,51.463601,3,1,2023-01-04,-1,E09000022,E01003054,Pedestrian,1,2023_Q1
2023010419552,2,1,2023,010419552,-0.397604,51.475887,3,1,2023-01-04,-1,E09000018,E01002587,Cyclist,1,2023_Q1
2023010419667,2,1,2023,010419667,-0.067382,51.518102,3,1,2023-01-04,-1,E09000030,E01004309,Cyclist,1,2023_Q1
2023010419672,1,0,2023,010419672,-0.052804,51.490874,2,1,2023-01-04,-1,E09000028,E01003986,Pedestrian,1,2023_Q1
2023010419676,1,1,2023,010419676,-0.129337,51.414487,3,1,2023-01-04,-1,E09000022,E01003141,Cyclist,1,2023_Q1
2023010420429,1,0,2023,010420429,-0.096751,51.489563,3,1,2023-01-05,-1,E09000028,E01032639,Pedestrian,1,2023_Q1
2023010420413,1,1,2023,010420413,0.026133,51.544042,2,1,2023-01-05,-1,E09000025,E01003558,Cyclist,1,2023_Q1
2023010428042,1,0,2023,010428042,-0.15165,51.514766,3,1,2023-01-05,-1,E09000033,E01004714,Pedestrian,1,2023_Q1
2023010420260,1,1,2023,010420260,-0.084441,51.558102,3,1,2023-01-05,-1,E09000012,E01001737,Cyclist,1,2023_Q1
2023010419998,1,1,2023,010419998,-0.070723,51.588398,3,1,2023-01-05,-1,E09000014,E01002066,Cyclist,1,2023_Q1
2023010427639,1,0,2023,010427639,-0.283615,51.480865,3,1,2023-01-05,-1,E09000027,E01003846,Pedestrian,1,2023_Q1
2023010419892,1,1,2023,010419892,-0.125252,51.56199,2,1,2023-01-05,-1,E09000019,E01002810,Cyclist,1,2023_Q1
2023010419771,1,0,2023,010419771,-0.479364,51.54608,3,1,2023-01-05,-1,E09000017,E01002521,Pedestrian,1,2023_Q1
2023010419866,1,0,2023,010419866,-0.081589,51.635786,2,1,2023-01-05,-1,E09000010,E01001400,Pedestrian,1,2023_Q1
2023010419825,1,0,2023,010419825,-0.376873,51.513882,2,1,2023-01-05,-1,E09000009,E01001215,Pedestrian,1,2023_Q1
2023010419750,1,0,2023,010419750,0.258544,51.559959,3,1,2023-01-05,-1,E09000016,E01002254,Pedestrian,1,2023_Q1
2023010419716,2,1,2023,010419716,-0.031514,51.679533,3,1,2023-01-05,-1,E09000010,E01001444,Cyclist,1,2023_Q1
2023010419757,1,1,2023,010419757,-0.384051,51.476807,3,1,2023-01-05,-1,E09000018,E01002623,Cyclist,1,2023_Q1
2023010419877,1,0,2023,010419877,-0.052303,51.635313,3,1,2023-01-05,-1,E09000010,E01001479,Pedestrian,1,2023_Q1
2023010419791,1,0,2023,010419791,-0.198805,51.480097,2,1,2023-01-05,-1,E09000013,E01001953,Pedestrian,1,2023_Q1
2023010419784,2,1,2023,010419784,-0.104235,51.663473,3,1,2023-01-05,-1,E09000010,E01001469,Cyclist,1,2023_Q1
2023010419781,1,0,2023,010419781,-0.131155,51.426683,3,1,2023-01-05,-1,E09000022,E01003120,Pedestrian,1,2023_Q1
2023010419766,2,1,2023,010419766,-0.122459,51.536973,3,1,2023-01-05,-1,E09000007,E01000953,Cyclist,1,2023_Q1
2023010419776,1,1,2023,010419776,-0.28268,51.449405,2,1,2023-01-05,-1,E09000027,E01003805,Cyclist,1,2023_Q1
2023010419718,1,0,2023,010419718,-0.266494,51.506628,2,1,2023-01-05,-1,E09000009,E01001355,Pedestrian,1,2023_Q1
2023010419861,2,1,2023,010419861,-0.111582,51.479588,2,1,2023-01-05,-1,E09000022,E01003183,Cyclist,1,2023_Q1
2023010419851,1,1,2023,010419851,-0.064947,51.483405,2,1,2023-01-05,-1,E09000028,E01003989,Cyclist,1,2023_Q1
2023010419831,1,0,2023,010419831,-0.08245,51.427326,3,1,2023-01-05,-1,E09000028,E01003946,Pedestrian,1,2023_Q1
2023010419865,2,1,2023,010419865,-0.148506,51.47854,3,1,2023-01-05,-1,E09000032,E01033098,Cyclist,1,2023_Q1
2023010419862,1,1,2023,010419862,-0.160708,51.434758,3,1,2023-01-05,-1,E09000032,E01004481,Cyclist,1,2023_Q1
2023010420219,1,1,2023,010420219,-0.1762,51.373743,3,1,2023-01-06,-1,E09000029,E01004167,Cyclist,1,2023_Q1
2023010425435,1,0,2023,010425435,-0.068821,51.385142,3,1,2023-01-06,-1,E09000008,E01000993,Pedestrian,1,2023_Q1
2023010422041,1,0,2023,010422041,-0.069514,51.565159,3,1,2023-01-06,-1,E09000012,E01001724,Pedestrian,1,2023_Q1
2023010426958,1,1,2023,010426958,-0.02922,51.516307,3,1,2023-01-06,-1,E09000030,E01004273,Cyclist,1,2023_Q1
2023010419895,1,1,2023,010419895,-0.217028,51.531281,3,1,2023-01-06,-1,E09000005,E01000586,Cyclist,1,2023_Q1
